BOOKING_ID,LISTING_ID,BOOKING_DATE,TOTAL_AMOUNT,CLEANING_FEE,SERVICE_FEE,BOOKING_STATUS,CREATED_AT,HOST_ID,PROPERTY_TYPE,ROOM_TYPE,CITY,COUNTRY,ACCOMMODATES,BEDROOMS,BATHROOMS,PRICE_PER_NIGHT,PRICE_CATEGORY,LISTING_CREATED_AT,HOST_NAME,HOST_SINCE,IS_SUPERHOST,RESPONSE_RATE,RESPONSE_RATE_QUALITY,HOST_CREATED_AT
8e7a703d-7081-446a-ab59-054203e3a8ef,271,2025-10-30 00:00:00.000,14720,33,40,cancelled,2025-12-26 14:15:54.011,13,House,Entire home,Jenkinsview,Serbia,6,3,3,64,Low,2025-12-26 14:15:54.011,Michelle_Johnson,2018-03-12,TRUE,97,Excellent,2025-12-26 14:15:54.011
3bd198bb-3e80-41fa-a8b6-46bb7d2409cd,225,2025-01-30 00:00:00.000,6444,52,49,cancelled,2025-12-26 14:15:54.011,92,Condo,Entire home,Douglaston,Bolivia,1,1,3,155,Medium,2025-12-26 14:15:54.011,Matthew_Fitzpatrick,2019-02-02,FALSE,73,Good,2025-12-26 14:15:54.011
c73c5154-8515-4780-a90e-1eed3400b8b2,291,2025-03-07 00:00:00.000,50764,54,35,confirmed,2025-12-26 14:15:54.011,184,Apartment,Entire home,Leblancborough,Christmas Island,1,3,2,150,Medium,2025-12-26 14:15:54.011,William_Wright,2018-01-25,FALSE,77,Good,2025-12-26 14:15:54.011
0758e0d2-714a-49d1-a882-aad0cf6ea01d,230,2025-10-05 00:00:00.000,2832,56,11,cancelled,2025-12-26 14:15:54.011,14,Condo,Entire home,South Lauraberg,Heard Island and McDonald Islands,6,1,3,278,High,2025-12-26 14:15:54.011,Robert_Stevens,2018-08-07,TRUE,82,Good,2025-12-26 14:15:54.011
3440e9c2-f2a0-484b-be76-94c9c0c6b22a,418,2025-03-21 00:00:00.000,468,21,50,confirmed,2025-12-26 14:15:54.011,167,Condo,Private room,East Nicholasberg,Reunion,4,3,3,225,High,2025-12-26 14:15:54.011,Jessica_Fischer,2021-09-11,FALSE,94,Excellent,2025-12-26 14:15:54.011
c1cbab3a-b467-4096-8248-6a44594af1f8,294,2025-09-01 00:00:00.000,13720,60,28,cancelled,2025-12-26 14:15:54.011,161,House,Entire home,West Tonyaton,Argentina,4,1,2,274,High,2025-12-26 14:15:54.011,Jenna_Henry,2020-05-28,TRUE,75,Good,2025-12-26 14:15:54.011
34a60453-7c26-4147-9ee5-1b5ccbf4d036,4,2025-11-04 00:00:00.000,28400,39,17,confirmed,2025-12-26 14:15:54.011,48,Condo,Entire home,New Crystal,Argentina,1,2,1,165,Medium,2025-12-26 14:15:54.011,Keith_Anderson,2016-08-02,TRUE,72,Good,2025-12-26 14:15:54.011
5575796d-ec5c-4051-93dc-42545cc1bebc,278,2025-08-13 00:00:00.000,17496,32,40,cancelled,2025-12-26 14:15:54.011,56,Condo,Entire home,Smithchester,Faroe Islands,2,2,1,157,Medium,2025-12-26 14:15:54.011,Caleb_Bryan,2019-10-17,TRUE,88,Good,2025-12-26 14:15:54.011
c82f7150-32e7-4dcb-b0f8-13faccfed677,169,2025-02-10 00:00:00.000,20787,27,50,cancelled,2025-12-26 14:15:54.011,47,Condo,Private room,New Annaport,American Samoa,5,4,1,223,High,2025-12-26 14:15:54.011,Jeffrey_Garcia,2017-12-02,TRUE,72,Good,2025-12-26 14:15:54.011
2964d85a-e9bc-42cf-b7c5-127cb2fffa62,459,2025-12-25 00:00:00.000,2096,37,38,confirmed,2025-12-26 14:15:54.011,54,House,Private room,Wilsonfurt,Comoros,6,3,2,57,Low,2025-12-26 14:15:54.011,Toni_Mayo,2017-06-28,FALSE,92,Excellent,2025-12-26 14:15:54.011
3e9b0a61-9b6f-4650-951b-a4bb257a6770,446,2025-02-10 00:00:00.000,8991,52,38,confirmed,2025-12-26 14:15:54.011,166,Apartment,Private room,Natalieview,Bermuda,4,3,3,265,High,2025-12-26 14:15:54.011,Crystal_Hernandez,2021-12-27,FALSE,83,Good,2025-12-26 14:15:54.011
a08b1a43-091d-4b6c-bd69-d13c5987b711,129,2025-12-19 00:00:00.000,6125,20,40,confirmed,2025-12-26 14:15:54.011,185,Condo,Private room,Shanemouth,Liberia,5,1,3,80,Low,2025-12-26 14:15:54.011,Beth_Nguyen,2019-01-27,TRUE,72,Good,2025-12-26 14:15:54.011
b0214781-7615-4faf-8e7e-c7ab8fc7f3b8,156,2025-06-26 00:00:00.000,31392,73,33,confirmed,2025-12-26 14:15:54.011,46,Apartment,Private room,Port Paul,Iraq,5,1,1,75,Low,2025-12-26 14:15:54.011,Melissa_Lucero,2016-01-31,FALSE,84,Good,2025-12-26 14:15:54.011
150a3a3b-eed8-4f70-8476-90dbba11e1b2,237,2025-06-17 00:00:00.000,468,37,40,cancelled,2025-12-26 14:15:54.011,34,Apartment,Private room,West Juanfort,Palau,4,4,2,195,Medium,2025-12-26 14:15:54.011,Ashley_Thornton,2016-06-26,TRUE,96,Excellent,2025-12-26 14:15:54.011
33b6c985-7569-4fdf-acfa-172154d049b0,435,2025-04-12 00:00:00.000,992,38,31,confirmed,2025-12-26 14:15:54.011,180,House,Entire home,Adammouth,Anguilla,6,1,2,55,Low,2025-12-26 14:15:54.011,John_Sandoval,2020-07-03,TRUE,99,Excellent,2025-12-26 14:15:54.011
de3a5f3b-65ab-4c23-9a3b-d5f171e197e8,84,2025-03-27 00:00:00.000,39396,70,44,cancelled,2025-12-26 14:15:54.011,57,House,Entire home,East Meganfort,New Zealand,6,3,1,113,Medium,2025-12-26 14:15:54.011,Thomas_Mcbride,2024-10-10,FALSE,73,Good,2025-12-26 14:15:54.011
0bcf3e00-9f4c-4ee9-9454-fdf5319ba473,38,2025-03-26 00:00:00.000,8800,41,26,confirmed,2025-12-26 14:15:54.011,192,Apartment,Entire home,Lake Courtney,China,3,3,3,195,Medium,2025-12-26 14:15:54.011,Kristen_Peterson,2022-01-10,FALSE,98,Excellent,2025-12-26 14:15:54.011
4f1762d6-627f-4b96-83f0-a5c7fdf3e1a1,447,2025-10-13 00:00:00.000,6275,24,12,cancelled,2025-12-26 14:15:54.011,127,Apartment,Entire home,Lake Reginaldberg,Maldives,1,1,3,283,High,2025-12-26 14:15:54.011,Danielle_Malone,2023-07-19,FALSE,80,Good,2025-12-26 14:15:54.011
6aefafd1-b075-44c0-b76d-c1823e40670d,458,2025-11-12 00:00:00.000,257,20,47,cancelled,2025-12-26 14:15:54.011,136,House,Entire home,Michaelshire,Colombia,5,2,1,270,High,2025-12-26 14:15:54.011,Nicole_Lopez,2022-04-27,FALSE,80,Good,2025-12-26 14:15:54.011
ba897a03-fb1e-4391-adb1-99e98fc6d27c,351,2025-11-27 00:00:00.000,50700,29,43,confirmed,2025-12-26 14:15:54.011,182,Condo,Private room,Port Martha,Greenland,4,2,3,242,High,2025-12-26 14:15:54.011,Julie_Bass,2016-05-22,FALSE,85,Good,2025-12-26 14:15:54.011
3e066dfb-e645-4526-a71f-fb2dee29c2c9,383,2025-03-18 00:00:00.000,516,23,22,cancelled,2025-12-26 14:15:54.011,126,House,Entire home,North Samantha,Paraguay,2,2,3,263,High,2025-12-26 14:15:54.011,Alan_Cardenas,2024-09-20,FALSE,96,Excellent,2025-12-26 14:15:54.011
359fac72-8c5b-4fc1-9208-dee54b51995c,194,2025-11-27 00:00:00.000,9016,58,14,confirmed,2025-12-26 14:15:54.011,161,Condo,Private room,Wiseborough,Peru,5,1,2,162,Medium,2025-12-26 14:15:54.011,Jenna_Henry,2020-05-28,TRUE,75,Good,2025-12-26 14:15:54.011
db2fc1d2-3c0e-4a8b-b275-6a2195b43623,228,2025-06-17 00:00:00.000,9996,38,41,confirmed,2025-12-26 14:15:54.011,20,Apartment,Entire home,Port Andre,Guyana,2,2,3,108,Medium,2025-12-26 14:15:54.011,Christopher_Diaz,2022-11-17,FALSE,98,Excellent,2025-12-26 14:15:54.011
920cb517-0d1d-4fc8-baa9-aa2b59479ce5,123,2025-01-09 00:00:00.000,20655,56,29,cancelled,2025-12-26 14:15:54.011,176,Condo,Entire home,Elizabethmouth,Malawi,6,2,2,142,Medium,2025-12-26 14:15:54.011,Lawrence_Ortega,2022-06-23,FALSE,76,Good,2025-12-26 14:15:54.011
a56a5f45-54aa-492b-9c36-7044d3b54a06,222,2024-12-28 00:00:00.000,38304,50,23,cancelled,2025-12-26 14:15:54.011,33,House,Entire home,Carrollfurt,Turkey,4,2,2,158,Medium,2025-12-26 14:15:54.011,Meghan_Horn,2020-09-20,TRUE,71,Good,2025-12-26 14:15:54.011
937e6cd3-fc54-47e0-82ba-4fceb86fb4cc,331,2025-05-22 00:00:00.000,27900,31,26,confirmed,2025-12-26 14:15:54.011,159,Apartment,Private room,Josemouth,Syrian Arab Republic,6,3,2,264,High,2025-12-26 14:15:54.011,Jeffrey_Gross,2016-07-06,TRUE,76,Good,2025-12-26 14:15:54.011
4a0d2855-fe2a-47a0-a328-5f5803296f8d,370,2025-01-06 00:00:00.000,25632,80,14,cancelled,2025-12-26 14:15:54.011,191,House,Entire home,New Danaport,Ecuador,5,1,2,97,Low,2025-12-26 14:15:54.011,Jessica_Lewis,2019-03-05,FALSE,77,Good,2025-12-26 14:15:54.011
05a3eafd-5092-4b21-b9a6-51345284f561,34,2025-05-02 00:00:00.000,14499,78,20,confirmed,2025-12-26 14:15:54.011,184,Apartment,Entire home,Jordanview,Andorra,4,4,2,251,High,2025-12-26 14:15:54.011,William_Wright,2018-01-25,FALSE,77,Good,2025-12-26 14:15:54.011
a15a6e27-e21d-4e79-9382-08acbd90d84b,183,2025-06-12 00:00:00.000,6120,74,42,confirmed,2025-12-26 14:15:54.011,184,Apartment,Entire home,Sarahhaven,Comoros,4,3,2,124,Medium,2025-12-26 14:15:54.011,William_Wright,2018-01-25,FALSE,77,Good,2025-12-26 14:15:54.011
5465956d-9035-4f7a-8578-4357a305e5e6,252,2025-09-17 00:00:00.000,14157,39,26,confirmed,2025-12-26 14:15:54.011,60,Apartment,Entire home,Lake Jeremy,Rwanda,5,2,1,120,Medium,2025-12-26 14:15:54.011,Rachel_Smith,2018-11-02,TRUE,98,Excellent,2025-12-26 14:15:54.011
dbee1bfa-6e71-481c-bdf3-6b0260781609,244,2025-06-28 00:00:00.000,1611,68,22,confirmed,2025-12-26 14:15:54.011,179,House,Entire home,Feliciaside,Zambia,1,2,2,104,Medium,2025-12-26 14:15:54.011,Kristen_Black,2018-01-18,TRUE,96,Excellent,2025-12-26 14:15:54.011
14f3a7aa-aff2-4db2-9ed0-0993df0cd0c9,114,2025-04-09 00:00:00.000,1080,71,16,confirmed,2025-12-26 14:15:54.011,132,House,Private room,West Olivia,Reunion,6,4,2,286,High,2025-12-26 14:15:54.011,Michelle_Ritter,2022-10-19,FALSE,88,Good,2025-12-26 14:15:54.011
b75e0ec5-a94e-4c19-b884-f4773af4705c,70,2025-08-24 00:00:00.000,5475,72,16,cancelled,2025-12-26 14:15:54.011,21,Condo,Entire home,Stephenborough,Brunei Darussalam,5,4,2,199,Medium,2025-12-26 14:15:54.011,Benjamin_Ross,2017-04-06,FALSE,86,Good,2025-12-26 14:15:54.011
37410313-5b86-4c6b-8bca-ea2c5ccc9d8c,282,2025-03-01 00:00:00.000,908,20,28,confirmed,2025-12-26 14:15:54.011,15,House,Entire home,Leahborough,Mexico,1,1,3,219,High,2025-12-26 14:15:54.011,Kenneth_Roach,2016-06-28,TRUE,93,Excellent,2025-12-26 14:15:54.011
de36a23a-9c3c-435c-a7c1-a520308917ea,467,2025-04-08 00:00:00.000,27300,37,14,cancelled,2025-12-26 14:15:54.011,123,Condo,Entire home,Beverlyport,Nauru,2,3,1,195,Medium,2025-12-26 14:15:54.011,Eric_Johnson,2021-08-19,TRUE,99,Excellent,2025-12-26 14:15:54.011
d58bb007-5d01-4623-ab38-95fc347d53b2,161,2025-09-27 00:00:00.000,2421,37,14,cancelled,2025-12-26 14:15:54.011,53,Condo,Private room,Pedrobury,Tajikistan,5,1,3,247,High,2025-12-26 14:15:54.011,Jennifer_Ramirez,2024-04-24,FALSE,81,Good,2025-12-26 14:15:54.011
cece9c19-bf52-4354-969c-e181352bdc7e,349,2025-12-09 00:00:00.000,50,35,31,confirmed,2025-12-26 14:15:54.011,82,House,Private room,East Michael,Mayotte,1,1,3,73,Low,2025-12-26 14:15:54.011,Vicki_Ortiz,2017-11-16,FALSE,95,Excellent,2025-12-26 14:15:54.011
4a2efc7c-aaa1-4072-a27a-f2b9b3b0af69,439,2025-07-29 00:00:00.000,2277,20,16,cancelled,2025-12-26 14:15:54.011,93,House,Private room,New Aprilshire,Haiti,4,1,1,187,Medium,2025-12-26 14:15:54.011,William_Stein,2016-01-19,FALSE,98,Excellent,2025-12-26 14:15:54.011
ebaa9325-f431-49d1-8426-ee7381701e6d,78,2025-07-29 00:00:00.000,209,26,12,confirmed,2025-12-26 14:15:54.011,133,Condo,Private room,New Jessica,Faroe Islands,4,1,2,145,Medium,2025-12-26 14:15:54.011,Chase_Jenkins,2020-12-12,TRUE,96,Excellent,2025-12-26 14:15:54.011
3177515d-2622-4262-8bf8-fe4c1f163e00,215,2025-09-01 00:00:00.000,234,77,47,confirmed,2025-12-26 14:15:54.011,185,House,Private room,Ashleyberg,South Africa,3,3,3,247,High,2025-12-26 14:15:54.011,Beth_Nguyen,2019-01-27,TRUE,72,Good,2025-12-26 14:15:54.011
