HOST_ID,HOST_NAME,HOST_SINCE,IS_SUPERHOST,RESPONSE_RATE,RESPONSE_RATE_QUALITY,CREATED_AT
80,Matthew_Wall,2018-10-08,TRUE,91,Excellent,2025-12-26 14:15:54.011
81,Jenny_Bryant,2020-03-17,TRUE,95,Excellent,2025-12-26 14:15:54.011
82,Vicki_Ortiz,2017-11-16,FALSE,95,Excellent,2025-12-26 14:15:54.011
83,Brian_Griffin,2020-01-16,FALSE,89,Good,2025-12-26 14:15:54.011
84,Ariana_Lopez,2022-08-23,TRUE,84,Good,2025-12-26 14:15:54.011
85,Brian_Miranda,2016-10-25,TRUE,96,Excellent,2025-12-26 14:15:54.011
86,Catherine_Henry,2016-07-11,FALSE,77,Good,2025-12-26 14:15:54.011
87,Julie_Martinez,2016-11-08,FALSE,82,Good,2025-12-26 14:15:54.011
88,Lance_Munoz,2024-11-17,TRUE,76,Good,2025-12-26 14:15:54.011
89,Brian_Dean,2022-02-25,TRUE,93,Excellent,2025-12-26 14:15:54.011
90,Kathy_Bowman,2016-01-06,FALSE,94,Excellent,2025-12-26 14:15:54.011
91,Wendy_Singh,2018-12-18,FALSE,70,Good,2025-12-26 14:15:54.011
92,Matthew_Fitzpatrick,2019-02-02,FALSE,73,Good,2025-12-26 14:15:54.011
93,William_Stein,2016-01-19,FALSE,98,Excellent,2025-12-26 14:15:54.011
94,Alicia_Valenzuela,2023-11-07,TRUE,70,Good,2025-12-26 14:15:54.011
95,Belinda_Moreno,2021-11-07,TRUE,84,Good,2025-12-26 14:15:54.011
96,Todd_Hutchinson,2016-07-23,TRUE,85,Good,2025-12-26 14:15:54.011
97,Jason_Hoover,2023-05-25,FALSE,78,Good,2025-12-26 14:15:54.011
98,Jesse_Romero,2019-11-14,FALSE,90,Excellent,2025-12-26 14:15:54.011
99,Joyce_Wright,2020-02-26,TRUE,93,Excellent,2025-12-26 14:15:54.011
100,Joel_Dean,2021-09-03,FALSE,89,Good,2025-12-26 14:15:54.011
101,Brandon_Olson,2017-02-20,FALSE,98,Excellent,2025-12-26 14:15:54.011
102,Sarah_Zavala,2024-08-29,TRUE,98,Excellent,2025-12-26 14:15:54.011
103,Tabitha_Foster,2017-02-26,TRUE,74,Good,2025-12-26 14:15:54.011
104,Christopher_James,2018-05-31,FALSE,90,Excellent,2025-12-26 14:15:54.011
105,Nicholas_Torres,2024-12-06,FALSE,94,Excellent,2025-12-26 14:15:54.011
106,Keith_Rubio,2021-01-07,FALSE,76,Good,2025-12-26 14:15:54.011
107,Emily_Gardner,2020-06-24,TRUE,97,Excellent,2025-12-26 14:15:54.011
108,Jacob_Campbell,2016-05-07,FALSE,88,Good,2025-12-26 14:15:54.011
109,Janet_Morrow,2019-03-26,FALSE,84,Good,2025-12-26 14:15:54.011
110,Nicole_Compton,2018-05-05,FALSE,73,Good,2025-12-26 14:15:54.011
111,Brandi_Martinez,2023-04-30,FALSE,77,Good,2025-12-26 14:15:54.011
112,Gregory_Baker,2023-08-16,FALSE,86,Good,2025-12-26 14:15:54.011
113,Randall_Jennings,2016-01-31,FALSE,92,Excellent,2025-12-26 14:15:54.011
114,Bethany_Crawford,2020-06-12,FALSE,97,Excellent,2025-12-26 14:15:54.011
115,Patricia_Dean,2024-11-01,FALSE,96,Excellent,2025-12-26 14:15:54.011
116,Kathleen_Herrera,2024-12-09,TRUE,80,Good,2025-12-26 14:15:54.011
117,Regina_Dixon,2021-07-19,TRUE,72,Good,2025-12-26 14:15:54.011
118,Janet_Austin,2020-02-07,TRUE,77,Good,2025-12-26 14:15:54.011
119,Patrick_Summers,2016-12-28,FALSE,86,Good,2025-12-26 14:15:54.011
120,Pam_Elliott,2019-01-16,TRUE,72,Good,2025-12-26 14:15:54.011
121,Samantha_Wolf,2017-01-13,FALSE,93,Excellent,2025-12-26 14:15:54.011
122,Claire_Butler,2024-10-16,FALSE,80,Good,2025-12-26 14:15:54.011
123,Eric_Johnson,2021-08-19,TRUE,99,Excellent,2025-12-26 14:15:54.011
124,Jason_Martin,2023-02-07,FALSE,86,Good,2025-12-26 14:15:54.011
125,Andrew_Willis,2018-07-11,FALSE,83,Good,2025-12-26 14:15:54.011
126,Alan_Cardenas,2024-09-20,FALSE,96,Excellent,2025-12-26 14:15:54.011
127,Danielle_Malone,2023-07-19,FALSE,80,Good,2025-12-26 14:15:54.011
128,Daniel_Henry,2018-11-29,TRUE,72,Good,2025-12-26 14:15:54.011
129,Donald_Carter,2023-09-16,FALSE,77,Good,2025-12-26 14:15:54.011
130,Jason_Lee,2018-06-26,TRUE,98,Excellent,2025-12-26 14:15:54.011
131,Patrick_Brooks,2018-09-09,FALSE,75,Good,2025-12-26 14:15:54.011
132,Michelle_Ritter,2022-10-19,FALSE,88,Good,2025-12-26 14:15:54.011
133,Chase_Jenkins,2020-12-12,TRUE,96,Excellent,2025-12-26 14:15:54.011
134,Jared_Duncan,2023-02-02,TRUE,82,Good,2025-12-26 14:15:54.011
135,Sarah_Ellis,2020-01-31,FALSE,93,Excellent,2025-12-26 14:15:54.011
136,Nicole_Lopez,2022-04-27,FALSE,80,Good,2025-12-26 14:15:54.011
137,George_Mccann,2022-03-08,FALSE,72,Good,2025-12-26 14:15:54.011
138,Sherry_Jackson,2017-11-26,TRUE,82,Good,2025-12-26 14:15:54.011
139,Mary_Anderson,2017-03-24,TRUE,79,Good,2025-12-26 14:15:54.011
140,William_Turner,2020-06-12,FALSE,70,Good,2025-12-26 14:15:54.011
141,Nicole_Schwartz,2022-03-15,TRUE,85,Good,2025-12-26 14:15:54.011
142,Kristin_Jones,2022-04-09,FALSE,92,Excellent,2025-12-26 14:15:54.011
143,Hunter_Perez,2020-12-29,TRUE,93,Excellent,2025-12-26 14:15:54.011
144,Emily_Knight,2022-12-04,TRUE,94,Excellent,2025-12-26 14:15:54.011
145,Alan_Vega,2024-11-29,FALSE,78,Good,2025-12-26 14:15:54.011
146,Eddie_Kirby,2022-01-04,FALSE,84,Good,2025-12-26 14:15:54.011
147,Jasmine_Jackson,2019-11-17,TRUE,88,Good,2025-12-26 14:15:54.011
148,Maria_Trujillo,2024-06-23,FALSE,95,Excellent,2025-12-26 14:15:54.011
149,Heather_Norman,2023-08-06,FALSE,78,Good,2025-12-26 14:15:54.011
150,Lori_Mckinney,2022-10-03,TRUE,79,Good,2025-12-26 14:15:54.011
151,Michael_Sanchez,2017-05-07,FALSE,89,Good,2025-12-26 14:15:54.011
152,John_Reyes,2017-05-18,FALSE,100,Excellent,2025-12-26 14:15:54.011
153,Stephen_Turner,2016-07-13,TRUE,72,Good,2025-12-26 14:15:54.011
154,Andrew_Mcintosh,2018-07-03,FALSE,80,Good,2025-12-26 14:15:54.011
155,Matthew_Holt,2018-06-03,FALSE,75,Good,2025-12-26 14:15:54.011
156,Jeffrey_Clark,2016-02-13,TRUE,74,Good,2025-12-26 14:15:54.011
157,Diana_Freeman,2018-02-05,FALSE,78,Good,2025-12-26 14:15:54.011
158,Donna_Harrington,2021-05-06,TRUE,93,Excellent,2025-12-26 14:15:54.011
159,Jeffrey_Gross,2016-07-06,TRUE,76,Good,2025-12-26 14:15:54.011
160,Pamela_Perez,2023-03-11,FALSE,83,Good,2025-12-26 14:15:54.011
161,Jenna_Henry,2020-05-28,TRUE,75,Good,2025-12-26 14:15:54.011
162,Michael_Anderson,2021-01-16,TRUE,72,Good,2025-12-26 14:15:54.011
163,Breanna_Bartlett,2019-11-01,FALSE,91,Excellent,2025-12-26 14:15:54.011
164,Barbara_Mckinney,2019-09-01,TRUE,85,Good,2025-12-26 14:15:54.011
165,Thomas_Larsen,2024-09-18,FALSE,84,Good,2025-12-26 14:15:54.011
166,Crystal_Hernandez,2021-12-27,FALSE,83,Good,2025-12-26 14:15:54.011
167,Jessica_Fischer,2021-09-11,FALSE,94,Excellent,2025-12-26 14:15:54.011
168,Duane_Long,2016-11-18,TRUE,83,Good,2025-12-26 14:15:54.011
169,Travis_Rodriguez,2022-12-08,TRUE,74,Good,2025-12-26 14:15:54.011
170,Richard_Weiss,2016-10-20,TRUE,81,Good,2025-12-26 14:15:54.011
171,Dr._David_Evans,2020-12-07,FALSE,82,Good,2025-12-26 14:15:54.011
172,Daniel_Evans,2021-06-02,FALSE,89,Good,2025-12-26 14:15:54.011
173,Tracy_Vasquez,2024-01-10,FALSE,100,Excellent,2025-12-26 14:15:54.011
174,Alejandro_Shepherd,2022-02-19,TRUE,70,Good,2025-12-26 14:15:54.011
175,Joseph_Powers,2020-06-03,FALSE,75,Good,2025-12-26 14:15:54.011
176,Lawrence_Ortega,2022-06-23,FALSE,76,Good,2025-12-26 14:15:54.011
177,Nichole_Byrd,2021-01-30,TRUE,74,Good,2025-12-26 14:15:54.011
178,Linda_Keith,2021-11-12,TRUE,99,Excellent,2025-12-26 14:15:54.011
179,Kristen_Black,2018-01-18,TRUE,96,Excellent,2025-12-26 14:15:54.011
180,John_Sandoval,2020-07-03,TRUE,99,Excellent,2025-12-26 14:15:54.011
181,Autumn_Wood,2019-10-17,TRUE,82,Good,2025-12-26 14:15:54.011
182,Julie_Bass,2016-05-22,FALSE,85,Good,2025-12-26 14:15:54.011
183,Bob_Boyd,2015-12-26,TRUE,78,Good,2025-12-26 14:15:54.011
184,William_Wright,2018-01-25,FALSE,77,Good,2025-12-26 14:15:54.011
185,Beth_Nguyen,2019-01-27,TRUE,72,Good,2025-12-26 14:15:54.011
186,Lauren_Mueller,2024-06-04,TRUE,70,Good,2025-12-26 14:15:54.011
187,Regina_Lee,2023-12-03,TRUE,99,Excellent,2025-12-26 14:15:54.011
188,Danielle_Houston,2021-08-13,TRUE,80,Good,2025-12-26 14:15:54.011
189,Chris_Ruiz,2024-09-16,TRUE,89,Good,2025-12-26 14:15:54.011
190,Rachel_Ochoa,2017-12-05,FALSE,85,Good,2025-12-26 14:15:54.011
191,Jessica_Lewis,2019-03-05,FALSE,77,Good,2025-12-26 14:15:54.011
192,Kristen_Peterson,2022-01-10,FALSE,98,Excellent,2025-12-26 14:15:54.011
193,Alexander_Rogers,2023-06-03,TRUE,94,Excellent,2025-12-26 14:15:54.011
194,Katrina_Flores,2020-07-28,FALSE,81,Good,2025-12-26 14:15:54.011
195,William_Jackson,2017-06-02,FALSE,84,Good,2025-12-26 14:15:54.011
196,Michael_Spencer,2018-09-30,FALSE,100,Excellent,2025-12-26 14:15:54.011
197,Phillip_Ross,2021-09-05,FALSE,71,Good,2025-12-26 14:15:54.011
198,Tracy_Baird,2023-03-09,TRUE,94,Excellent,2025-12-26 14:15:54.011
199,Susan_Armstrong,2019-04-29,FALSE,97,Excellent,2025-12-26 14:15:54.011
200,Bryan_Cruz,2024-10-01,FALSE,83,Good,2025-12-26 14:15:54.011
